,prev_line,current_line
6689,‪ただ武器を使うだけじゃ‬ ‪読まれて封じられる‬,‪くっ… いけ 千切！‬
6690,‪くっ… いけ 千切！‬,‪凪の言うとおり‬ ‪俺の弱点はトラップの瞬間‬
6691,‪凪の言うとおり‬ ‪俺の弱点はトラップの瞬間‬,‪止め方は もう分かったよ‬ ‪お嬢さん‬
6692,‪止め方は もう分かったよ‬ ‪お嬢さん‬,‪‬ ‪どれだけスピードがあっても‬
6693,‪‬ ‪どれだけスピードがあっても‬,‪ボールを収める瞬間に‬ ‪減速してしまう‬
6694,‪ボールを収める瞬間に‬ ‪減速してしまう‬,‪そのタイミングで‬ ‪進路を塞ぐのが こいつの狙い‬
6695,‪そのタイミングで‬ ‪進路を塞ぐのが こいつの狙い‬,‪だったら イチかバチかだ！‬
6696,‪だったら イチかバチかだ！‬,‪このトラップは…‬
6697,‪このトラップは…‬,‪止めずに 前へ はじく！‬
6698,‪止めずに 前へ はじく！‬,‪あっ…‬
6699,‪あっ…‬,‪いける！‬
6700,‪いける！‬,‪俺のトップスピードのまま‬ ‪ボールを同じスピードで走らせる‬
6701,‪俺のトップスピードのまま‬ ‪ボールを同じスピードで走らせる‬,‪ノーダウンドリブル！‬
6702,‪ノーダウンドリブル！‬,‪うおおお！‬
6703,‪うおおお！‬,‪止めてみろよ 馬狼‬ ‪俺は お前とは違う‬
6704,‪止めてみろよ 馬狼‬ ‪俺は お前とは違う‬,‪トップスピードの世界へ‬ ‪引きずり込む‬
6705,‪トップスピードの世界へ‬ ‪引きずり込む‬,‪これが俺の新走法！‬
6706,‪これが俺の新走法！‬,‪俺は… 俺のスピードは‬
6707,‪俺は… 俺のスピードは‬,‪お前らには支配されない！‬
6708,‪お前らには支配されない！‬,‪‬
6709,‪‬,‪うらあああ！‬
6710,‪うらあああ！‬,‪あいつ… 進化しやがった‬
6711,‪あいつ… 進化しやがった‬,‪ハッ… 最高じゃん‬
6712,‪ハッ… 最高じゃん‬,‪世界一なんか なれるかよ‬
6713,‪世界一なんか なれるかよ‬,‪俺らの前で埋もれる程度の‬ ‪エゴイストに‬
6714,‪俺らの前で埋もれる程度の‬ ‪エゴイストに‬,‪くっ…‬
6715,‪くっ…‬,クソ… クリアにだいぶ 時間かかっちまったな
6716,クソ… クリアにだいぶ 時間かかっちまったな,誰と組むか
6717,誰と組むか,‪おっ！　雷市(らいち)‬
6718,‪おっ！　雷市(らいち)‬,‪みんな いないぞ‬
6719,‪みんな いないぞ‬,‪くわっ!!‬ ‪先 行ったっぽい‬
6720,‪くわっ!!‬ ‪先 行ったっぽい‬,‪成早とか… 成早とか‬
6721,‪成早とか… 成早とか‬,‪ハッ いたとしても組むかよ‬ ‪どうでもいい‬
6722,‪ハッ いたとしても組むかよ‬ ‪どうでもいい‬,‪てか お前しかいねえのかよ‬
6723,‪てか お前しかいねえのかよ‬,‪凪とか潔なら‬ ‪組んでみたいよなあ‬
6724,‪凪とか潔なら‬ ‪組んでみたいよなあ‬,‪つかさ…‬
6725,‪つかさ…‬,‪さっきから目障りだぞ 鰐間(わにま)兄‬
6726,‪さっきから目障りだぞ 鰐間(わにま)兄‬,‪なんの用だよ ああ？‬
6727,‪なんの用だよ ああ？‬,‪あっ！‬
6728,‪あっ！‬,‪そっか 弟が通訳してたからなあ‬
6729,‪そっか 弟が通訳してたからなあ‬,‪何言ってっか解読してみるべ‬
6730,‪何言ってっか解読してみるべ‬,んんっ…
6731,んんっ…,んん！　んん…
6732,んん！　んん…,‪んんっ…‬ ‪外国人観光客かよ‬
6733,‪んんっ…‬ ‪外国人観光客かよ‬,‪つうか こんな‬ ‪裏切り者の片割れどうでもいいし‬
6734,‪つうか こんな‬ ‪裏切り者の片割れどうでもいいし‬,‪どうせまたイチャモンだろ‬
6735,‪どうせまたイチャモンだろ‬,違～う
6736,違～う,待てえ～い
6737,待てえ～い,‪普通にしゃべった‬
6738,‪普通にしゃべった‬,‪いいか お前ら‬
6739,‪いいか お前ら‬,‪雷市陣吾(じんご)　まずお前の食らいつく‬ ‪プレースタイルが俺は好きだ‬
6740,‪雷市陣吾(じんご)　まずお前の食らいつく‬ ‪プレースタイルが俺は好きだ‬,‪あれは凡人にできるレベルの‬ ‪ものではない‬
6741,‪あれは凡人にできるレベルの‬ ‪ものではない‬,‪その荒々しさの中に光る‬ ‪洞察力と執念深さは⸺‬
6742,‪その荒々しさの中に光る‬ ‪洞察力と執念深さは⸺‬,‪お前らがここまで来れた‬ ‪影の立役者と言っても過言ではない‬
6743,‪お前らがここまで来れた‬ ‪影の立役者と言っても過言ではない‬,‪そして我牙丸吟(ぎん)‬
6744,‪そして我牙丸吟(ぎん)‬,‪お前の奇想天外かつ‬ ‪独創的なプレーはオンリーワンだ‬
6745,‪お前の奇想天外かつ‬ ‪独創的なプレーはオンリーワンだ‬,‪一見 思いつきで‬ ‪プレーしてるように見えるが‬
6746,‪一見 思いつきで‬ ‪プレーしてるように見えるが‬,‪実際はその柔軟なバネの身体能力に‬ ‪裏打ちされた最適な行動であり‬
6747,‪実際はその柔軟なバネの身体能力に‬ ‪裏打ちされた最適な行動であり‬,‪俺の心をつかんで離さなかった！‬
6748,‪俺の心をつかんで離さなかった！‬,‪そして俺は‬ ‪お前らと合いそうな気がする‬
6749,‪そして俺は‬ ‪お前らと合いそうな気がする‬,‪よって組むべきである！‬
6750,‪よって組むべきである！‬,‪えっ？　そうかな‬
6751,‪えっ？　そうかな‬,‪ハッ しかたねえな‬
6752,‪‬ ‪なんでだよ… なんで この俺が‬,‪１点すら奪えずに‬ ‪ここで ひれ伏してる？‬
6753,‪１点すら奪えずに‬ ‪ここで ひれ伏してる？‬,‪俺はフィールドのキングのはずだろ‬
6754,‪俺はフィールドのキングのはずだろ‬,‪俺は いつだって‬ ‪フィールドの主役だった‬
6755,‪俺は いつだって‬ ‪フィールドの主役だった‬,‪す… すごいや 馬狼君‬
6756,‪す… すごいや 馬狼君‬,‪俺には才能がある‬
6757,‪俺には才能がある‬,‪馬狼が仲間で 俺 うれしい！‬
6758,‪馬狼が仲間で 俺 うれしい！‬,‪俺以外の人間は脇役だ‬
6759,‪俺以外の人間は脇役だ‬,‪‬ ‪お前ら 俺のゴールのために動け‬
6760,‪‬ ‪お前ら 俺のゴールのために動け‬,‪任せて！‬ ‪これで無敵だ！‬
6761,‪任せて！‬ ‪これで無敵だ！‬,‪‬ ‪こいつら 脇役のくせに喜んでる‬
6762,‪‬ ‪こいつら 脇役のくせに喜んでる‬,‪何が楽しくて‬ ‪サッカーやってんだろ‬
6763,‪何が楽しくて‬ ‪サッカーやってんだろ‬,‪俺が キングだ‬
6764,‪俺が キングだ‬,‪‬ ‪俺は 他人への理解を諦めて‬
6765,‪‬ ‪俺は 他人への理解を諦めて‬,‪自分のサッカーを追求すると決めた‬
6766,‪自分のサッカーを追求すると決めた‬,‪そして 気付いた‬
6767,‪そして 気付いた‬,‪俺がサッカーを好きでいられるのは‬
6768,‪俺がサッカーを好きでいられるのは‬,‪ただ 王様気分を‬ ‪味わうためではなく‬
6769,‪ただ 王様気分を‬ ‪味わうためではなく‬,‪無論 球蹴りを‬ ‪愛しているわけでもない‬
6770,‪無論 球蹴りを‬ ‪愛しているわけでもない‬,‪ただ 自分と同じように‬ ‪サッカーに命を懸けてきた人間を‬
6771,‪ただ 自分と同じように‬ ‪サッカーに命を懸けてきた人間を‬,‪己のゴールで‬ ‪主役の座から引きずり降ろす‬
6772,‪己のゴールで‬ ‪主役の座から引きずり降ろす‬,‪この快感のために‬ ‪サッカーをしているのだと…‬
6773,‪この快感のために‬ ‪サッカーをしているのだと…‬,‪俺は 誰よりも知っている‬
6774,‪俺は 誰よりも知っている‬,‪あの感情は‬ ‪絶対強者だけが手に入れられる⸺‬
6775,‪あの感情は‬ ‪絶対強者だけが手に入れられる⸺‬,‪唯一無二の喜びだと‬
6776,‪唯一無二の喜びだと‬,‪‬ ‪次の１点 取られたら負けだ 潔(いさぎ)‬
6777,‪‬ ‪次の１点 取られたら負けだ 潔(いさぎ)‬,‪マイボールで決めるぞ‬
6778,‪マイボールで決めるぞ‬,‪ああ　ここで追いついて…‬
6779,‪ああ　ここで追いついて…‬,‪あっ…‬
6780,‪あっ…‬,‪いけ おら！‬
6781,‪いけ おら！‬,‪マジかよ！‬ ‪直接？‬
6782,‪マジかよ！‬ ‪直接？‬,‪ああ クソッ！‬
6783,‪ああ クソッ！‬,‪國神 ルーズボール！‬
6784,‪國神 ルーズボール！‬,‪おう！‬
6785,‪おう！‬,‪いくぞ 玲王！　速攻カウンター！‬
6786,‪いくぞ 玲王！　速攻カウンター！‬,‪やってみろ 國神きんに君‬
6787,‪やってみろ 國神きんに君‬,‪くっ…‬
6788,‪くっ…‬,‪こいつ 寄せ 速(はえ)え！‬
6789,‪こいつ 寄せ 速(はえ)え！‬,‪こっちだ 國神！‬ ‪ゴール前で奪われたらヤバい！‬
6790,‪こっちだ 國神！‬ ‪ゴール前で奪われたらヤバい！‬,‪ナイス！　玲王 頼む‬
6791,‪ナイス！　玲王 頼む‬,‪なっ…‬
6792,‪なっ…‬,‪こいつ 読んでる！‬
6793,‪こいつ 読んでる！‬,‪これ以上…‬
6794,‪これ以上…‬,‪お前の思いどおりにさせるか！‬
6795,‪お前の思いどおりにさせるか！‬,‪チッ…‬
6796,‪チッ…‬,‪ルーズボール！‬ ‪あっ…‬
6797,‪ルーズボール！‬ ‪あっ…‬,‪やっと来やがった‬ ‪俺を主役にするビッグチャンスが‬
6798,‪やっと来やがった‬ ‪俺を主役にするビッグチャンスが‬,‪俺のシュートレンジは空いてる‬
6799,‪俺のシュートレンジは空いてる‬,‪ワンタッチで２～３メートル運べば‬ ‪確実な位置からゴールを狙える‬
6800,‪ワンタッチで２～３メートル運べば‬ ‪確実な位置からゴールを狙える‬,‪一歩 足んねえだろ キング‬
6801,‪一歩 足んねえだろ キング‬,‪俺のほうが速えよ‬
6802,‪俺のほうが速えよ‬,‪クソが…‬
6803,‪クソが…‬,‪ワンタッチしたら‬ ‪こいつに追いつかれる‬
6804,‪ワンタッチしたら‬ ‪こいつに追いつかれる‬,‪クソッ クソッ クソッ！‬
6805,‪クソッ クソッ クソッ！‬,‪どうする？‬ ‪打つか？　射程外から…‬
6806,‪どうする？‬ ‪打つか？　射程外から…‬,‪クソが！‬
6807,‪クソが！‬,‪俺のエリアは そこにあるのに‬
6808,‪俺のエリアは そこにあるのに‬,‪あと一歩が…‬
6809,‪あと一歩が…‬,‪足りねえ！‬
6810,‪足りねえ！‬,‪俺に… 出せ‬
6811,‪俺に… 出せ‬,‪あっ！‬
6812,‪あっ！‬,‪あっ…‬
6813,‪あっ…‬,‪あ…‬
6814,‪あ…‬,‪‬
6815,‪‬,‪‬ ‪いいパスだったじゃん 下手クソ‬
6816,‪‬ ‪いいパスだったじゃん 下手クソ‬,‪お前は 俺のゴールのために動け‬
6817,‪お前は 俺のゴールのために動け‬,‪なんだ？　この…‬
6818,‪なんだ？　この…‬,‪心臓がギュッとなるみたいな絶望は‬
6819,‪心臓がギュッとなるみたいな絶望は‬,‪これが… 敗北ってやつか‬
6820,‪これが… 敗北ってやつか‬,‪あのパスは‬ ‪出したんじゃなく 出さされた‬
6821,‪あのパスは‬ ‪出したんじゃなく 出さされた‬,‪あの瞬間 俺は‬ ‪潔 世一(よいち)に負けたんだ‬
6822,‪あの瞬間 俺は‬ ‪潔 世一(よいち)に負けたんだ‬,‪‬ ‪俺の前に立つな　ぶち殺すぞ‬
6823,‪‬ ‪俺の前に立つな　ぶち殺すぞ‬,‪才能ねえよ お前‬
6824,‪才能ねえよ お前‬,‪この俺がキングとして‬ ‪じきじきに潰してやろうか？‬
6825,‪この俺がキングとして‬ ‪じきじきに潰してやろうか？‬,‪寝てろ 凡人‬
6826,‪寝てろ 凡人‬,‪俺の行動は 俺が決める‬
6827,‪俺の行動は 俺が決める‬,‪他人のためにプレーすんなら‬ ‪死んだほうがマシだ‬
6828,‪他人のためにプレーすんなら‬ ‪死んだほうがマシだ‬,‪俺のゴールのために動け‬
6829,‪俺のゴールのために動け‬,‪ここの主役は あいつで‬
6830,‪ここの主役は あいつで‬,‪サッカーは‬ ‪俺のためのスポーツじゃなかった‬
6831,‪サッカーは‬ ‪俺のためのスポーツじゃなかった‬,‪俺はキングじゃなかったんだ…‬
6832,‪俺はキングじゃなかったんだ…‬,‪今の潔はヤッバい‬
6833,‪今の潔はヤッバい‬,‪次がラストプレーか‬
6834,‪次がラストプレーか‬,‪‬ ‪絶対に 潔にボールを持たせるな‬
6835,‪‬ ‪絶対に 潔にボールを持たせるな‬,‪だな‬ ‪止められる気しねえし‬
6836,‪だな‬ ‪止められる気しねえし‬,‪ラストプレーは‬ ‪マイボールでリスタートだ‬
6837,‪ラストプレーは‬ ‪マイボールでリスタートだ‬,‪絶対にゴールを奪って勝ちきる‬
6838,‪絶対にゴールを奪って勝ちきる‬,‪ボール奪われたら負けだと思え‬
6839,‪ボール奪われたら負けだと思え‬,‪だったら 俺のスピード使えよ‬
6840,‪だったら 俺のスピード使えよ‬,‪現状 一番 ゴールの確率あんのは‬ ‪俺のルートだろ‬
6841,‪現状 一番 ゴールの確率あんのは‬ ‪俺のルートだろ‬,‪オッケー‬ ‪基本は その線でいく‬
6842,‪オッケー‬ ‪基本は その線でいく‬,‪ラスト一撃(いちげき)に賭けるなら‬ ‪それがベストだな‬
6843,‪ラスト一撃(いちげき)に賭けるなら‬ ‪それがベストだな‬,‪絶対勝つ‬
6844,‪絶対勝つ‬,‪ああ‬
6845,‪ああ‬,‪それ以外 いらねえよ‬
6846,‪それ以外 いらねえよ‬,‪リスタートは相手ボールからだ‬
6847,‪リスタートは相手ボールからだ‬,‪まずはボールを奪わなきゃ‬ ‪話になんねえ‬
6848,‪まずはボールを奪わなきゃ‬ ‪話になんねえ‬,‪うっす‬
6849,‪うっす‬,‪しっかし ヤバいのは千切だね‬
6850,‪しっかし ヤバいのは千切だね‬,‪マークしてても 並走したら‬ ‪単純にスピードでぶっちぎられるし‬
6851,‪マークしてても 並走したら‬ ‪単純にスピードでぶっちぎられるし‬,‪さっきのトラップやられたら‬ ‪スピード落ちないし‬
6852,‪さっきのトラップやられたら‬ ‪スピード落ちないし‬,‪よ～いドンに持ち込まれたら‬ ‪最強すぎて 負け確(かく)でしょ‬
6853,‪よ～いドンに持ち込まれたら‬ ‪最強すぎて 負け確(かく)でしょ‬,‪だったら…‬
6854,‪だったら…‬,‪止めるのは その前だな‬
6855,‪止めるのは その前だな‬,‪ん… なんか思いついた？‬
6856,‪ん… なんか思いついた？‬,‪ああ 俺が玲王を…‬
6857,‪ああ 俺が玲王を…‬,‪あ～ ちょっと待った‬
6858,‪あ～ ちょっと待った‬,‪あいつとは共有しないの？‬
6859,‪あいつとは共有しないの？‬,‪やっぱ３人のほうが‬ ‪守りやすいと思うけど‬
6860,‪やっぱ３人のほうが‬ ‪守りやすいと思うけど‬,‪次の１点取られたら終わりだし‬
6861,‪次の１点取られたら終わりだし‬,‪‬ ‪落ちたキングに何言ってもムダだろ‬
6862,‪‬ ‪落ちたキングに何言ってもムダだろ‬,‪ラストプレーの結末は‬ ‪俺とお前で決める‬
6863,‪ラストプレーの結末は‬ ‪俺とお前で決める‬,‪御意‬
6864,‪御意‬,‪‬
6865,‪‬,‪さっきまでより 千切への‬ ‪パスコースを重点的に守ってる‬
6866,‪さっきまでより 千切への‬ ‪パスコースを重点的に守ってる‬,‪つうか 國神へのパスコースは‬ ‪ほぼノーマーク？‬
6867,‪つうか 國神へのパスコースは‬ ‪ほぼノーマーク？‬,‪あっちに出すのは ご自由に‬ ‪ってかよ‬
6868,‪あっちに出すのは ご自由に‬ ‪ってかよ‬,‪クソッ‬ ‪千切のスピード 使いたいのに…‬
6869,‪クソッ‬ ‪千切のスピード 使いたいのに…‬,これじゃ マイナスで 受けるパスしか出せない
6870,これじゃ マイナスで 受けるパスしか出せない,しかも 凪が千切を 徹底マークしてやがる
6871,しかも 凪が千切を 徹底マークしてやがる,‪こっちの攻撃は完全に読まれてる‬
6872,‪こっちの攻撃は完全に読まれてる‬,‪國神！‬
6873,‪國神！‬,‪ナメやがって…‬ ‪でも どうする？‬
6874,‪ナメやがって…‬ ‪でも どうする？‬,‪適当なパスは危険すぎる‬
6875,‪適当なパスは危険すぎる‬,‪個人技で馬狼をかわすか？‬
6876,‪個人技で馬狼をかわすか？‬,‪いや… リスクが高すぎる‬
6877,‪いや… リスクが高すぎる‬,‪玲王 もっかい！‬
6878,‪玲王 もっかい！‬,‪ダメだ‬ ‪俺と國神じゃ 攻め手にならない‬
6879,‪ダメだ‬ ‪俺と國神じゃ 攻め手にならない‬,‪てか 何考えてんだ 俺は！‬ ‪こいつに勝つんだろ‬
6880,‪てか 何考えてんだ 俺は！‬ ‪こいつに勝つんだろ‬,‪千切へのパスコースは‬ ‪俺が こじあける！‬
6881,‪千切へのパスコースは‬ ‪俺が こじあける！‬,‪まだだ　まだ引き付けろ‬ ‪かわせなくていい‬
6882,‪まだだ　まだ引き付けろ‬ ‪かわせなくていい‬,‪道さえ開けば それでいい‬
6883,‪道さえ開けば それでいい‬,‪一瞬でいい！‬
6884,‪一瞬でいい！‬,‪あっ…‬
6885,‪あっ…‬,‪見えた！‬
6886,‪見えた！‬,‪走れ！‬
6887,‪走れ！‬,‪オーケー！‬
6888,‪オーケー！‬,‪俺の勝ちだ　潔 世一！‬
6889,‪俺の勝ちだ　潔 世一！‬,‪あとは任せろ！‬
6890,‪あとは任せろ！‬,‪えっ…‬
6891,‪えっ…‬,‪こいつ… どこ行く気だ？‬
6892,‪こいつ… どこ行く気だ？‬,‪‬ ‪なっ… 俺のパスに突っ込んでく‬
6893,‪‬ ‪なっ… 俺のパスに突っ込んでく‬,‪まさか…‬
6894,‪まさか…‬,‪千切との競走じゃ勝てないと‬ ‪見切って‬
6895,‪千切との競走じゃ勝てないと‬ ‪見切って‬,‪イチかバチか 俺のパスを‬
6896,‪イチかバチか 俺のパスを‬,‪直接 奪いに来やがった！‬
6897,‪直接 奪いに来やがった！‬,‪いいパスだ 玲王‬
6898,‪いいパスだ 玲王‬,‪えっ…‬
6899,‪えっ…‬,‪俺たちは これを待ってた‬
6900,‪俺たちは これを待ってた‬,‪は？　ウソだろ…‬
6901,‪は？　ウソだろ…‬,‪この状況が全部 こいつの術中？‬
6902,‪この状況が全部 こいつの術中？‬,‪触れなかったら‬ ‪千切に渡ってゲームオーバーだぞ‬
6903,‪触れなかったら‬ ‪千切に渡ってゲームオーバーだぞ‬,‪届け‬
6904,‪届け‬,‪ぐっ！‬
6905,‪ぐっ！‬,‪こいつら…‬
6906,‪こいつら…‬,‪この最終局面で‬ ‪ギャンブル仕掛けてきやがった‬
6907,‪この最終局面で‬ ‪ギャンブル仕掛けてきやがった‬,‪あっぶ！　マジ 紙一重‬
6908,‪あっぶ！　マジ 紙一重‬,‪ル… ルーズボール！‬
6909,‪ル… ルーズボール！‬,‪いくぞ 下手クソ‬
6910,‪いくぞ 下手クソ‬,‪来いよ キング！‬
6911,‪来いよ キング！‬,‪‬ ‪敗北ってやつを受け入れたら‬
6912,‪‬ ‪敗北ってやつを受け入れたら‬,‪フィールドは こんなにも‬
6913,‪フィールドは こんなにも‬,‪あいつのゴールのために輝いてると‬ ‪分かるんだな‬
6914,‪あいつのゴールのために輝いてると‬ ‪分かるんだな‬,‪それでも 不思議と悔しくないのは‬ ‪俺が主役じゃなくなったからか…‬
6915,‪それでも 不思議と悔しくないのは‬ ‪俺が主役じゃなくなったからか…‬,‪こっちだ！‬
6916,‪こっちだ！‬,‪俺もいる！‬
6917,‪俺もいる！‬,‪こいつ…‬
6918,‪こいつ…‬,‪待てよ こら！‬
6919,‪待てよ こら！‬,‪好きにさせるか 天才！‬
6920,‪好きにさせるか 天才！‬,‪ま～た来たよ お邪魔お嬢‬
6921,‪ま～た来たよ お邪魔お嬢‬,‪初めての感覚だ‬
6922,‪初めての感覚だ‬,‪こいつらは俺に ゴールへの道筋を‬ ‪見せつけてきやがる‬
6923,‪こいつらは俺に ゴールへの道筋を‬ ‪見せつけてきやがる‬,‪脇役として 今 パスを出せば勝てる‬
6924,‪脇役として 今 パスを出せば勝てる‬,‪ゴールへのピースになれる‬
6925,‪ゴールへのピースになれる‬,‪今の俺には‬ ‪お前らは まぶしすぎんだよ‬
6926,‪今の俺には‬ ‪お前らは まぶしすぎんだよ‬,‪ああ クソ…‬ ‪そういうことだったんだ‬
6927,‪ああ クソ…‬ ‪そういうことだったんだ‬,‪今まで俺にパスを出してきた‬ ‪あいつら脇役も‬
6928,‪今まで俺にパスを出してきた‬ ‪あいつら脇役も‬,‪こんな気持ちだったんだ‬
6929,‪こんな気持ちだったんだ‬,‪この敗北感は‬ ‪圧倒的なストライカーに‬
6930,‪この敗北感は‬ ‪圧倒的なストライカーに‬,‪ゴールを託すことで救われる‬
6931,‪ゴールを託すことで救われる‬,‪俺のパスで勝てる…‬ ‪これがチームってやつか‬
6932,‪俺のパスで勝てる…‬ ‪これがチームってやつか‬,‪これが あいつらとの‬ ‪化学反応ってやつか‬
6933,‪これが あいつらとの‬ ‪化学反応ってやつか‬,‪これが敗北した脇役の‬ ‪存在意義なんだ‬
6934,‪これが敗北した脇役の‬ ‪存在意義なんだ‬,‪なんだ？‬
6935,‪なんだ？‬,‪なんだよ これ‬ ‪まとわりついてやがるのは…‬
6936,‪なんだよ これ‬ ‪まとわりついてやがるのは…‬,‪このパスの先にある 俺の未来？‬
6937,‪このパスの先にある 俺の未来？‬,‪そうか “託す”ってやつは…‬
6938,‪そうか “託す”ってやつは…‬,‪敗北の中にいる俺を‬ ‪確かに救ってくれる‬
6939,‪敗北の中にいる俺を‬ ‪確かに救ってくれる‬,‪でも それは 夢破れた人間が‬
6940,‪でも それは 夢破れた人間が‬,‪これまでの人生を否定しないための‬ ‪現実逃避‬
6941,‪これまでの人生を否定しないための‬ ‪現実逃避‬,‪そう 敗北者の言い訳だ‬
6942,‪そう 敗北者の言い訳だ‬,‪俺は こんな未来を…‬
6943,‪俺は こんな未来を…‬,‪生きたいわけじゃ…‬
6944,‪生きたいわけじゃ…‬,‪ない！‬
6945,‪ない！‬,‪チョップフェイント！‬
6946,‪チョップフェイント！‬,‪…からの鋭角ドリブル！‬
6947,‪…からの鋭角ドリブル！‬,‪見るべき道は…‬
6948,‪見るべき道は…‬,‪馬狼！‬ ‪あんなん できんの？‬
6949,‪馬狼！‬ ‪あんなん できんの？‬,‪くっ… ヤバいぞ‬ ‪今 潔にパスを出されたら終わる‬
6950,‪くっ… ヤバいぞ‬ ‪今 潔にパスを出されたら終わる‬,‪どっちだ？　そのまま俺を‬ ‪ドリブルで かわしにくるか？‬
6951,‪どっちだ？　そのまま俺を‬ ‪ドリブルで かわしにくるか？‬,‪いや… あのモーションはパスだ！‬
6952,‪いや… あのモーションはパスだ！‬,‪なっ… 連続チョップ‬
6953,‪なっ… 連続チョップ‬,‪こいつ…‬ ‪潔を おとりに使いやがった！‬
6954,‪こいつ…‬ ‪潔を おとりに使いやがった！‬,‪自分の突進力を殺さずに切り返す‬ ‪イナズマドリブル‬
6955,‪自分の突進力を殺さずに切り返す‬ ‪イナズマドリブル‬,‪マジかよ こいつ‬
6956,‪マジかよ こいつ‬,‪現在進行形で覚醒してんのか！‬
6957,‪現在進行形で覚醒してんのか！‬,‪出ろ 千切！‬ ‪馬狼は もうパス出さねえ！‬
6958,‪出ろ 千切！‬ ‪馬狼は もうパス出さねえ！‬,‪チッ！‬
6959,‪チッ！‬,‪見える… 感じるぜ！‬
6960,‪見える… 感じるぜ！‬,‪敗北を知ったからこそ 見るべきは‬
6961,‪敗北を知ったからこそ 見るべきは‬,‪主役へ託す‬ ‪確かなルートなんかじゃなく‬
6962,‪主役へ託す‬ ‪確かなルートなんかじゃなく‬,‪俺のゴールのために存在する⸺‬
6963,‪俺のゴールのために存在する⸺‬,‪この 邪道！‬
6964,‪この 邪道！‬,‪あっ…‬
6965,‪あっ…‬,‪潔を使って‬ ‪次のアクションを隠しやがった！‬
6966,‪潔を使って‬ ‪次のアクションを隠しやがった！‬,‪お前が作った光に紛れて‬
6967,‪お前が作った光に紛れて‬,‪今度は俺が お前を食う番だ！‬
6968,‪今度は俺が お前を食う番だ！‬,‪くっ… こいつら‬ ‪味方同士で食い合ってる！‬
6969,‪くっ… こいつら‬ ‪味方同士で食い合ってる！‬,‪これが馬狼の覚醒…‬
6970,‪これが馬狼の覚醒…‬,‪食らい合って 上がってく‬ ‪俺たちの化学反応！‬
6971,‪食らい合って 上がってく‬ ‪俺たちの化学反応！‬,‪お～ 全員 ぶち抜きますか‬
6972,‪お～ 全員 ぶち抜きますか‬,‪脇役なんかで終わるかよ‬
6973,‪脇役なんかで終わるかよ‬,‪どけ！‬
6974,‪どけ！‬,‪お前らが主役なら 俺は‬
6975,‪お前らが主役なら 俺は‬,‪その光を食らう‬ ‪悪役にでもなってやる！‬
6976,‪その光を食らう‬ ‪悪役にでもなってやる！‬,‪すっげえ…‬
6977,‪すっげえ…‬,‪おかえり キング‬
6978,‪おかえり キング‬,‪‬
6979,‪‬,‪‬ ‪この邪道こそが 新しい俺の王道‬
6980,‪‬ ‪この邪道こそが 新しい俺の王道‬,‪うおおお！‬
6981,‪うおおお！‬,‪キングは…‬
6982,‪キングは…‬,‪俺だ！‬
6983,‪俺だ！‬,‪‬ ‪スコア４対５‬
6984,‪‬ ‪スコア４対５‬,‪ブルーロック 二次セレクション‬ ‪サードステージ‬
6985,‪ブルーロック 二次セレクション‬ ‪サードステージ‬,‪３対３ ライバルリー･バトル…‬
6986,‪３対３ ライバルリー･バトル…‬,‪馬狼！‬
6987,‪馬狼！‬,‪勝者 チームホワイト‬
6988,‪勝者 チームホワイト‬,‪うえっ？‬
6989,‪うえっ？‬,‪潔 世一‬
6990,‪潔 世一‬,‪あっ ハイタッチ未遂‬ ‪凪 誠士郎(せいしろう)‬
6991,‪あっ ハイタッチ未遂‬ ‪凪 誠士郎(せいしろう)‬,‪馬狼照英(しょうえい)‬
6992,‪馬狼照英(しょうえい)‬,‪まずは… 撤回しろ‬
6993,‪まずは… 撤回しろ‬,‪俺は下手クソか？‬
6994,‪俺は下手クソか？‬,‪ごめん 俺が間違ってた‬
6995,‪ごめん 俺が間違ってた‬,‪お前は やっぱ スゲえヤツだ‬
6996,‪お前は やっぱ スゲえヤツだ‬,チッ…
6997,チッ…,お前といると 調子狂うぜ
6998,お前といると 調子狂うぜ,‪ナイシュー！‬
6999,‪ナイシュー！‬,‪ぐえっ！‬
7000,‪ぐえっ！‬,‪勝ちだ 勝ち！　俺たちの勝ち！‬
7001,‪勝ちだ 勝ち！　俺たちの勝ち！‬,‪ちょっ 凪 おま…‬
7002,‪ちょっ 凪 おま…‬,‪てめ… どけ こら！‬
7003,‪てめ… どけ こら！‬,‪いや マジでスゲかった‬ ‪チョップドリブル‬
7004,‪いや マジでスゲかった‬ ‪チョップドリブル‬,‪あんなん できんなら 言っとけ‬
7005,‪あんなん できんなら 言っとけ‬,‪うっせえ　思いついたんだよ‬
7006,‪うっせえ　思いついたんだよ‬,‪どうやって？‬
7007,‪どうやって？‬,‪教えてよ お前のこと‬
7008,‪教えてよ お前のこと‬,‪俺は 今まで このフィールドは‬ ‪俺一人のものだと思ってた‬
7009,‪俺は 今まで このフィールドは‬ ‪俺一人のものだと思ってた‬,‪“俺”か“それ以外”しか‬ ‪いないと思ってた‬
7010,‪“俺”か“それ以外”しか‬ ‪いないと思ってた‬,‪でも お前らが 生まれて初めて‬ ‪俺からフィールドの主役を奪った‬
7011,‪でも お前らが 生まれて初めて‬ ‪俺からフィールドの主役を奪った‬,‪だから‬ ‪ブルーロックで生き残るために‬
